x filter(x) xRef y_RA_100 y_RA_256
69.739791 81.286331 76.960349 77.576333 79.860708
69.677202 81.271042 76.947892 77.498123 79.820929
69.680182 81.255722 76.935465 77.420718 79.781317
69.749443 81.240372 76.923068 77.344765 79.742130
69.884178 81.225281 76.910702 77.270898 79.703622
70.082077 81.209656 76.898366 77.199721 79.666038
70.339383 81.194443 76.886061 77.131797 79.629606
70.650987 81.179565 76.873787 77.067631 79.594533
71.010547 81.163956 76.861543 77.007660 79.561002
71.410644 81.149124 76.849331 76.952244 79.529165
71.842967 81.133606 76.837149 76.901657 79.499140
72.298510 81.118835 76.824999 76.856081 79.471013
72.767795 81.103409 76.812880 76.815603 79.444828
73.241104 81.088379 76.800793 76.780212 79.420595
73.708713 81.073090 76.788737 76.749801 79.398283
74.161133 81.057739 76.776713 76.724171 79.377825
74.589340 81.042358 76.764720 76.703034 79.359120
74.984993 81.027039 76.752760 76.686023 79.342034
75.340638 81.011719 76.740831 76.672703 79.326404
75.649892 80.996628 76.728935 76.662576 79.312042
75.907593 80.980637 76.717071 76.655101 79.298744
76.109925 80.965256 76.705240 76.649703 79.286287
76.254514 80.949249 76.693441 76.645790 79.274444
76.340478 80.933365 76.681674 76.642767 79.262984
76.368448 80.917358 76.669941 76.640051 79.251677
76.340549 80.901474 76.658240 76.637086 79.240305
76.260346 80.885788 76.646572 76.633356 79.228665
76.132752 80.869446 76.634937 76.628399 79.216571
75.963903 80.853714 76.623336 76.621820 79.203866
75.761005 80.837143 76.611768 76.613297 79.190417
75.532153 80.821350 76.600233 76.602593 79.176127
75.286129 80.805145 76.588732 76.589559 79.160932
75.032179 80.789200 76.577264 76.574139 79.144804
74.779789 80.772476 76.565831 76.556373 79.127753
74.538439 80.756561 76.554431 76.536394 79.109826
74.317373 80.740265 76.543065 76.514423 79.091105
74.125364 80.724426 76.531733 76.490769 79.071708
73.970497 80.708130 76.520436 76.465816 79.051781
73.859964 80.692032 76.509173 76.440015 79.031501
73.799886 80.675903 76.497944 76.413875 79.011065
73.795156 80.660172 76.486750 76.387947 78.990690
73.849316 80.644638 76.475591 76.362813 78.970607
73.964466 80.629196 76.464466 76.339067 78.951051
74.141209 80.613052 76.453376 76.317306 78.932263
74.378633 80.597549 76.442322 76.298111 78.914475
74.674327 80.581787 76.431302 76.282034 78.897912
75.024441 80.566406 76.420318 76.269582 78.882781
75.423774 80.550781 76.409369 76.261208 78.869270
75.865898 80.535416 76.398455 76.257294 78.857538
76.343317 80.519913 76.387577 76.258146 78.847717
76.847641 80.504471 76.376734 76.263982 78.839904
77.369797 80.488678 76.365928 76.274931 78.834161
77.900242 80.473755 76.355157 76.291023 78.830513
78.429198 80.457977 76.344422 76.312193 78.828945
78.946889 80.442581 76.333723 76.338279 78.829406
79.443776 80.427200 76.323061 76.369027 78.831806
79.910794 80.411728 76.312434 76.404094 78.836021
80.339564 80.396240 76.301845 76.443059 78.841894
80.722602 80.380432 76.291291 76.485431 78.849241
81.053498 80.364899 76.280774 76.530659 78.857851
81.327070 80.349457 76.270294 76.578148 78.867496
81.539489 80.333633 76.259851 76.627270 78.877934
81.688371 80.317764 76.249445 76.677380 78.888912
81.772831 80.301727 76.239075 76.727830 78.900177
81.793504 80.285873 76.228743 76.777985 78.911479
81.752524 80.269836 76.218448 76.827238 78.922577
81.653468 80.253708 76.208190 76.875023 78.933245
81.501271 80.237564 76.197970 76.920827 78.943276
81.302094 80.221146 76.187787 76.964206 78.952490
81.063174 80.205276 76.177642 77.004790 78.960735
80.792644 80.189087 76.167535 77.042293 78.967891
80.499327 80.173203 76.157465 77.076521 78.973873
80.192519 80.156891 76.147434 77.107373 78.978633
79.881757 80.140701 76.137440 77.134842 78.982161
79.576582 80.124237 76.127485 77.159018 78.984483
79.286301 80.108246 76.117567 77.180080 78.985662
79.019759 80.092346 76.107688 77.198295 78.985795
78.785114 80.076035 76.097848 77.214006 78.985012
78.589639 80.060196 76.088046 77.227626 78.983467
78.439539 80.044281 76.078283 77.239625 78.981342
78.339799 80.028076 76.068558 77.250518 78.978836
78.294055 80.012558 76.058872 77.260850 78.976161
78.304508 79.996704 76.049225 77.271183 78.973538
78.371865 79.980927 76.039617 77.282081 78.971187
78.495323 79.965881 76.030048 77.294093 78.969329
78.672586 79.950043 76.020518 77.307742 78.968169
78.899922 79.934387 76.011028 77.323506 78.967903
79.172251 79.919067 76.001577 77.341810 78.968701
79.483275 79.903961 75.992165 77.363013 78.970711
79.825627 79.888412 75.982793 77.387395 78.974051
80.191052 79.873154 75.973461 77.415154 78.978805
80.570615 79.858078 75.964168 77.446396 78.985023
80.954915 79.842651 75.954915 77.481134 78.992718
81.334321 79.827454 75.945702 77.519284 79.001864
81.699205 79.811966 75.936529 77.560670 79.012401
82.040182 79.797226 75.927396 77.605021 79.024228
82.348340 79.781311 75.918304 77.651985 79.037213
82.615460 79.765930 75.909251 77.701128 79.051191
82.834218 79.750717 75.900239 77.751951 79.065968
82.998368 79.735214 75.891268 77.803896 79.081329
83.102894 79.719849 75.882337 77.856361 79.097038
83.144136 79.703964 75.873447 77.908715 79.112847
83.119880 79.688263 75.864597 77.960311 79.128500
83.029413 79.672684 75.855788 78.010500 79.143738
82.873544 79.656693 75.847021 78.058649 79.158307
82.654583 79.640961 75.838294 78.104153 79.171964
82.376286 79.624893 75.829608 78.146452 79.184481
82.043763 79.609268 75.820963 78.185039 79.195650
81.663356 79.593140 75.812360 78.219478 79.205290
81.242484 79.577301 75.803798 78.249408 79.213248
80.789459 79.561081 75.795277 78.274557 79.219405
80.313287 79.545532 75.786798 78.294743 79.223678
79.823445 79.529327 75.778360 78.309879 79.226021
79.329653 79.513412 75.769964 78.319975 79.226425
78.841634 79.497345 75.761610 78.325140 79.224922
78.368877 79.481461 75.753298 78.325573 79.221578
77.920408 79.465790 75.745028 78.321562 79.216496
77.504566 79.449524 75.736799 78.313473 79.209808
77.128806 79.434052 75.728613 78.301743 79.201679
76.799512 79.418472 75.720469 78.286870 79.192296
76.521845 79.402496 75.712367 78.269394 79.181865
76.299622 79.387299 75.704307 78.249892 79.170606
76.135216 79.371552 75.696290 78.228954 79.158749
76.029511 79.356476 75.688315 78.207177 79.146525
75.981876 79.340897 75.680383 78.185145 79.134163
75.990184 79.325241 75.672493 78.163413 79.121882
76.050872 79.309998 75.664646 78.142496 79.109886
76.159028 79.294922 75.656842 78.122858 79.098359
76.308515 79.279480 75.649081 78.104894 79.087461
76.492126 79.264694 75.641363 78.088926 79.077323
76.701768 79.249252 75.633688 78.075192 79.068044
76.928659 79.234146 75.626056 78.063840 79.059687
77.163552 79.219330 75.618467 78.054926 79.052280
77.396963 79.203918 75.610921 78.048412 79.045814
77.619410 79.188889 75.603418 78.044164 79.040242
77.821652 79.173996 75.595959 78.041961 79.035482
77.994914 79.158569 75.588544 78.041495 79.031417
78.131111 79.143646 75.581172 78.042383 79.027900
78.223052 79.128281 75.573843 78.044172 79.024757
78.264617 79.112991 75.566559 78.046354 79.021787
78.250912 79.097336 75.559318 78.048379 79.018776
78.178395 79.082214 75.552121 78.049667 79.015493
78.044967 79.066833 75.544967 78.049620 79.011702
77.850025 79.051437 75.537858 78.047644 79.007164
77.594482 79.036026 75.530793 78.043157 79.001646
77.280746 79.020035 75.523772 78.035609 78.994924
76.912671 79.004715 75.516795 78.024490 78.986790
76.495457 78.988724 75.509862 78.009352 78.977058
76.035530 78.973068 75.502974 77.989809 78.965568
75.540390 78.957214 75.496130 77.965557 78.952188
75.018423 78.941147 75.489330 77.936378 78.936822
74.478706 78.925400 75.482575 77.902143 78.919407
73.930780 78.909683 75.475865 77.862823 78.899921
73.384423 78.893906 75.469199 77.818482 78.878376
72.849413 78.878174 75.462578 77.769283 78.854825
72.335286 78.862106 75.456002 77.715481 78.829358
71.851111 78.846527 75.449470 77.657418 78.802099
71.405264 78.830856 75.442984 77.595516 78.773205
71.005231 78.815201 75.436542 77.530266 78.742862
70.657422 78.799973 75.430146 77.462218 78.711278
70.367019 78.784286 75.423794 77.391968 78.678683
70.137850 78.768723 75.417488 77.320145 78.645321
69.972301 78.753464 75.411227 77.247394 78.611442
69.871255 78.738434 75.405011 77.174363 78.577300
69.834080 78.722595 75.398841 77.101687 78.543147
69.858640 78.708237 75.392716 77.029974 78.509223
69.941358 78.692856 75.386636 76.959789 78.475755
70.077301 78.678223 75.380602 76.891646 78.442949
70.260308 78.662750 75.374614 76.825989 78.410985
70.483140 78.648010 75.368671 76.763189 78.380017
70.737666 78.632706 75.362774 76.703530 78.350164
71.015062 78.618484 75.356923 76.647209 78.321511
71.306033 78.603241 75.351118 76.594326 78.294107
71.601041 78.588440 75.345358 76.544887 78.267962
71.890547 78.573273 75.339644 76.498805 78.243051
72.165243 78.558563 75.333977 76.455898 78.219309
72.416285 78.543716 75.328355 76.415902 78.196641
72.635514 78.528671 75.322780 76.378472 78.174918
72.815658 78.513718 75.317251 76.343197 78.153983
72.950511 78.498810 75.311768 76.309606 78.133657
73.035090 78.483322 75.306331 76.277185 78.113741
73.065757 78.468613 75.300940 76.245389 78.094022
73.040314 78.452759 75.295596 76.213655 78.074281
72.958051 78.437836 75.290298 76.181422 78.054296
72.819773 78.422318 75.285047 76.148138 78.033849
72.627775 78.407379 75.279843 76.113283 78.012731
72.385791 78.391418 75.274685 76.076377 77.990751
72.098898 78.376373 75.269573 76.036996 77.967736
71.773398 78.360458 75.264508 75.994782 77.943539
71.416657 78.345123 75.259490 75.949454 77.918044
71.036928 78.329498 75.254519 75.900815 77.891164
70.643148 78.313995 75.249595 75.848759 77.862852
70.244717 78.298294 75.244717 75.793274 77.833093
69.851268 78.283035 75.239887 75.734442 77.801914
69.472427 78.267639 75.235103 75.672442 77.769377
69.117581 78.251648 75.230367 75.607542 77.735581
68.795641 78.236694 75.225677 75.540098 77.700660
68.514826 78.221222 75.221035 75.470540 77.664777
68.282461 78.206070 75.216440 75.399371 77.628128
68.104792 78.190735 75.211892 75.327148 77.590927
67.986834 78.175629 75.207391 75.254471 77.553411
67.932248 78.160614 75.202938 75.181974 77.515829
67.943249 78.145340 75.198532 75.110304 77.478436
68.020548 78.130844 75.194173 75.040108 77.441491
68.163338 78.116104 75.189862 74.972021 77.405248
68.369308 78.101395 75.185598 74.906648 77.369951
68.634704 78.086746 75.181382 74.844549 77.335829
68.954413 78.071945 75.177213 74.786231 77.303089
69.322095 78.057755 75.173092 74.732131 77.271914
69.730332 78.043106 75.169018 74.682608 77.242454
70.170810 78.028442 75.164993 74.637937 77.214831
70.634525 78.014297 75.161014 74.598299 77.189126
71.111999 77.999542 75.157084 74.563781 77.165388
71.593513 77.985275 75.153202 74.534373 77.143622
72.069343 77.970825 75.149367 74.509966 77.123801
72.530001 77.956345 75.145580 74.490363 77.105857
72.966461 77.941864 75.141841 74.475275 77.089687
73.370383 77.927551 75.138150 74.464335 77.075158
73.734314 77.913147 75.134507 74.457107 77.062108
74.051869 77.898239 75.130913 74.453095 77.050350
74.317887 77.884018 75.127366 74.451756 77.039676
74.528552 77.869186 75.123867 74.452517 77.029867
74.681490 77.854752 75.120416 74.454784 77.020693
74.775818 77.839783 75.117014 74.457962 77.011924
74.812167 77.825439 75.113659 74.461469 77.003332
74.792663 77.810379 75.110353 74.464748 76.994696
74.720870 77.795395 75.107095 74.467284 76.985814
74.601700 77.781235 75.103886 74.468615 76.976501
74.441291 77.765915 75.100725 74.468344 76.966598
74.246849 77.750931 75.097612 74.466151 76.955974
74.026467 77.736130 75.094547 74.461798 76.944531
73.788928 77.721466 75.091531 74.455136 76.932204
73.543479 77.706314 75.088564 74.446110 76.918967
73.299603 77.692062 75.085645 74.434758 76.904829
73.066782 77.676987 75.082774 74.421214 76.889836
72.854259 77.662399 75.079952 74.405699 76.874072
72.670809 77.647888 75.077178 74.388522 76.857653
72.524514 77.632858 75.074453 74.370067 76.840727
72.422568 77.618698 75.071777 74.350785 76.823469
72.371091 77.604187 75.069149 74.331184 76.806076
72.374976 77.590286 75.066570 74.311815 76.788767
72.437765 77.575974 75.064040 74.293260 76.771771
72.561558 77.561417 75.061558 74.276115 76.755325
72.746958 77.547607 75.059125 74.260975 76.739668
72.993053 77.533890 75.056741 74.248421 76.725032
73.297431 77.519852 75.054406 74.239005 76.711643
73.656243 77.506271 75.052119 74.233235 76.699708
74.064287 77.492584 75.049882 74.231563 76.689413
74.515136 77.478897 75.047693 74.234370 76.680920
75.001293 77.465256 75.045553 74.241964 76.674359
75.514369 77.452026 75.043462 74.254562 76.669828
76.045289 77.438309 75.041420 74.272292 76.667388
76.584511 77.424667 75.039426 74.295185 76.667065
77.122258 77.411423 75.037482 74.323176 76.668843
77.648752 77.397766 75.035587 74.356102 76.672670
78.154456 77.384888 75.033741 74.393710 76.678459
78.630303 77.371262 75.031943 74.435656 76.686083
79.067915 77.358063 75.030195 74.481520 76.695387
79.459807 77.344620 75.028496 74.530810 76.706186
79.799569 77.330902 75.026846 74.582976 76.718269
80.082020 77.317444 75.025245 74.637422 76.731409
80.303331 77.303650 75.023693 74.693520 76.745362
80.461116 77.290634 75.022190 74.750625 76.759876
80.554493 77.276413 75.020736 74.808089 76.774699
80.584093 77.263031 75.019332 74.865277 76.789579
80.552052 77.249237 75.017977 74.921582 76.804277
80.461948 77.235977 75.016670 74.976437 76.818564
80.318714 77.222015 75.015413 75.029331 76.832237
80.128512 77.208359 75.014205 75.079818 76.845113
79.898578 77.194717 75.013047 75.127528 76.857041
79.637046 77.180954 75.011937 75.172177 76.867900
79.352739 77.167557 75.010877 75.213569 76.877606
79.054951 77.153763 75.009866 75.251602 76.886112
78.753221 77.140152 75.008905 75.286272 76.893405
78.457089 77.126480 75.007992 75.317666 76.899513
78.175863 77.113220 75.007129 75.345965 76.904499
77.918385 77.099976 75.006315 75.371434 76.908459
77.692816 77.086365 75.005551 75.394418 76.911523
77.506428 77.073227 75.004835 75.415329 76.913847
77.365426 77.060150 75.004169 75.434637 76.915611
77.274794 77.047165 75.003553 75.452857 76.917014
77.238168 77.033936 75.002985 75.470533 76.918269
77.257750 77.021332 75.002467 75.488228 76.919595
77.334246 77.008377 75.001998 75.506506 76.921214
77.466854 76.995605 75.001579 75.525915 76.923346
77.653276 76.983124 75.001209 75.546978 76.926197
77.889782 76.971008 75.000888 75.570174 76.929961
78.171292 76.958267 75.000617 75.595928 76.934810
78.491505 76.946136 75.000395 75.624597 76.940891
78.843056 76.934128 75.000222 75.656463 76.948321
79.217690 76.921677 75.000099 75.691722 76.957186
79.606471 76.910233 75.000025 75.730482 76.967535
80.000000 76.897827 75.000000 75.772755 76.979380
80.388644 76.885635 75.000025 75.818457 76.992698
80.762775 76.873672 75.000099 75.867410 77.007425
81.113008 76.861191 75.000222 75.919347 77.023462
81.430431 76.849472 75.000395 75.973912 77.040677
81.706825 76.837402 75.000617 76.030674 77.058904
81.934867 76.825317 75.000888 76.089131 77.077951
82.108309 76.813110 75.001209 76.148727 77.097601
82.222136 76.801239 75.001579 76.208859 77.117618
82.272688 76.788528 75.001998 76.268897 77.137755
82.257750 76.776886 75.002467 76.328193 77.157755
82.176610 76.764709 75.002985 76.386098 77.177360
82.030076 76.752304 75.003553 76.441979 77.196316
81.820459 76.740189 75.004169 76.495231 77.214379
81.551513 76.727722 75.004835 76.545294 77.231321
81.228350 76.715652 75.005551 76.591660 77.246934
80.857312 76.703323 75.006315 76.633895 77.261037
80.445815 76.690872 75.007129 76.671636 77.273478
80.002174 76.678711 75.007992 76.704612 77.284137
79.535394 76.666565 75.008905 76.732640 77.292931
79.054951 76.654114 75.009866 76.755633 77.299814
78.570566 76.642395 75.010877 76.773602 77.304778
78.091961 76.630219 75.011937 76.786655 77.307853
77.628626 76.618042 75.013047 76.794992 77.309106
77.189586 76.605820 75.014205 76.798899 77.308639
76.783180 76.593948 75.015413 76.798743 77.306586
76.416863 76.582565 75.016670 76.794962 77.303111
76.097020 76.570282 75.017977 76.788052 77.298399
75.828811 76.558945 75.019332 76.778554 77.292659
75.616051 76.547409 75.020736 76.767044 77.286110
75.461116 76.535950 75.022190 76.754114 77.278981
75.364889 76.524658 75.023693 76.740360 77.271504
75.326738 76.513351 75.025245 76.726363 77.263907
75.344537 76.502441 75.026846 76.712682 77.256410
75.414722 76.490921 75.028496 76.699831 77.249215
75.532381 76.480331 75.030195 76.688272 77.242509
75.691377 76.469208 75.031943 76.678402 77.236450
75.884504 76.458359 75.033741 76.670541 77.231169
76.103667 76.447784 75.035587 76.664929 77.226765
76.340086 76.436813 75.037482 76.661712 77.223301
76.584511 76.425873 75.039426 76.660948 77.220806
76.827461 76.415512 75.041420 76.662597 77.219269
77.059454 76.404510 75.043462 76.666526 77.218645
77.271245 76.394073 75.045553 76.672513 77.218850
77.454063 76.383774 75.047693 76.680251 77.219769
77.599821 76.373001 75.049882 76.689356 77.221254
77.701328 76.362030 75.052119 76.699376 77.223129
77.752464 76.351532 75.054406 76.709802 77.225197
77.748335 76.340851 75.056741 76.720085 77.227240
77.685400 76.329956 75.059125 76.729642 77.229030
77.561558 76.319336 75.061558 76.737879 77.230329
77.376207 76.308136 75.064040 76.744199 77.230899
77.130259 76.297318 75.066570 76.748022 77.230506
76.826124 76.286545 75.069149 76.748795 77.228926
76.467653 76.275375 75.071777 76.746011 77.225952
76.060048 76.264786 75.074453 76.739220 77.221398
75.609735 76.253311 75.077178 76.728037 77.215102
75.124212 76.242615 75.079952 76.712157 77.206935
74.611867 76.231781 75.082774 76.691362 77.196798
74.081775 76.220825 75.085645 76.665525 77.184630
73.543479 76.209946 75.088564 76.634613 77.170407
73.006756 76.199432 75.091531 76.598694 77.154142
72.481382 76.188629 75.094547 76.557928 77.135889
71.976896 76.177689 75.097612 76.512572 77.115737
71.502365 76.167374 75.100725 76.462966 77.093810
71.066166 76.156937 75.103886 76.409532 77.070264
70.675785 76.146042 75.107095 76.352762 77.045286
70.337630 76.135712 75.110353 76.293206 77.019084
70.056884 76.125458 75.113659 76.231461 76.991888
69.837376 76.115143 75.117014 76.168153 76.963941
69.681490 76.105530 75.120416 76.103929 76.935494
69.590111 76.095047 75.123867 76.039435 76.906801
69.562604 76.085098 75.127366 75.975308 76.878112
69.596837 76.075043 75.130913 75.912155 76.849670
69.689229 76.065506 75.134507 75.850542 76.821700
69.834850 76.055969 75.138150 75.790981 76.794407
70.027535 76.046173 75.141841 75.733917 76.767974
70.260049 76.036972 75.145580 75.679720 76.742552
70.524258 76.027328 75.149367 75.628676 76.718262
70.811340 76.018265 75.153202 75.580980 76.695188
71.111999 76.008972 75.157084 75.536732 76.673379
71.416698 75.999146 75.161014 75.495940 76.652845
71.715895 75.989716 75.164993 75.458514 76.633560
72.000284 75.980362 75.169018 75.424274 76.615461
72.261022 75.971283 75.173092 75.392954 76.598452
72.489947 75.962067 75.177213 75.364212 76.582403
72.679789 75.952484 75.181382 75.337633 76.567158
72.824341 75.943130 75.185598 75.312749 76.552538
72.918621 75.933899 75.189862 75.289045 76.538343
72.958990 75.924438 75.194173 75.265975 76.524361
72.943249 75.915131 75.198532 75.242978 76.510372
72.870690 75.905518 75.202938 75.219490 76.496155
72.742117 75.896011 75.207391 75.194961 76.481491
72.559824 75.886459 75.211892 75.168871 76.466172
72.327546 75.876694 75.216440 75.140739 76.450005
72.050360 75.867065 75.221035 75.110141 76.432819
71.734567 75.857590 75.225677 75.076720 76.414467
71.387533 75.848160 75.230367 75.040193 76.394830
71.017512 75.838470 75.235103 75.000365 76.373825
70.633440 75.829453 75.239887 74.957128 76.351402
70.244717 75.819412 75.244717 74.910470 76.327547
69.860976 75.810059 75.249595 74.860475 76.302287
69.491843 75.800903 75.254519 74.807320 76.275684
69.146704 75.791443 75.259490 74.751275 76.247836
68.834472 75.781723 75.264508 74.692692 76.218878
68.563365 75.772873 75.269573 74.632006 76.188974
68.340706 75.763580 75.274685 74.569716 76.158316
68.172743 75.755066 75.279843 74.506380 76.127123
68.064490 75.745972 75.285047 74.442598 76.095628
68.019609 75.737320 75.290298 74.379005 76.064081
68.040314 75.728577 75.295596 74.316245 76.032738
68.127316 75.719803 75.300940 74.254969 76.001858
68.279807 75.711273 75.306331 74.195809 75.971693
68.495478 75.703232 75.311768 74.139370 75.942489
68.770573 75.694901 75.317251 74.086213 75.914474
69.099980 75.686752 75.322780 74.036845 75.887855
69.477359 75.678848 75.328355 73.991701 75.862814
69.895290 75.670349 75.333977 73.951143 75.839503
70.345462 75.662552 75.339644 73.915443 75.818042
70.818869 75.654816 75.345358 73.884784 75.798514
71.306033 75.646881 75.351118 73.859252 75.780966
71.797234 75.639114 75.356923 73.838836 75.765404
72.282751 75.631210 75.362774 73.823429 75.751800
72.753092 75.623398 75.368671 73.812831 75.740086
73.199234 75.615814 75.374614 73.806756 75.730161
73.612835 75.607666 75.380602 73.804836 75.721890
73.986443 75.600021 75.386636 73.806634 75.715111
74.313673 75.592331 75.392716 73.811654 75.709637
74.589362 75.584427 75.398841 73.819355 75.705261
74.809697 75.576233 75.405011 73.829160 75.701762
74.972301 75.568893 75.411227 73.840478 75.698913
75.076292 75.560486 75.417488 73.852714 75.696481
75.122301 75.552826 75.423794 73.865284 75.694238
75.112455 75.545013 75.430146 73.877632 75.691965
75.050316 75.537155 75.436542 73.889243 75.689459
74.940798 75.528793 75.442984 73.899654 75.686534
74.790037 75.521454 75.449470 73.908470 75.683033
74.605238 75.513138 75.456002 73.915369 75.678822
74.394498 75.505432 75.462578 73.920113 75.673806
74.166596 75.497223 75.469199 73.922553 75.667918
73.930780 75.489548 75.475865 73.922635 75.661132
73.696533 75.482086 75.482575 73.920396 75.653458
73.473338 75.474030 75.489330 73.915970 75.644942
73.270437 75.466309 75.496130 73.909578 75.635667
73.096604 75.458893 75.502974 73.901529 75.625748
72.959923 75.451630 75.509862 73.892206 75.615335
72.867586 75.444244 75.516795 73.882061 75.604602
72.825714 75.437180 75.523772 73.871602 75.593747
72.839199 75.429977 75.530793 73.861381 75.582987
72.911583 75.422562 75.537858 73.851977 75.572551
73.044967 75.415985 75.544967 73.843987 75.562678
73.239954 75.409042 75.552121 73.838006 75.553605
73.495629 75.402451 75.559318 73.834616 75.545566
73.809584 75.396271 75.566559 73.834368 75.538785
74.177967 75.389786 75.573843 73.837770 75.533469
74.595577 75.383270 75.581172 73.845273 75.529805
75.055987 75.377472 75.588544 73.857261 75.527955
75.551699 75.370529 75.595959 73.874037 75.528047
76.074325 75.364929 75.603418 73.895822 75.530181
76.614790 75.358612 75.610921 73.922743 75.534418
77.163552 75.352646 75.618467 73.954830 75.540782
77.710831 75.346542 75.626056 73.992018 75.549259
78.246853 75.340698 75.633688 74.034145 75.559796
78.762079 75.334946 75.641363 74.080956 75.572305
79.247441 75.328903 75.649081 74.132110 75.586661
79.694562 75.323135 75.656842 74.187183 75.602707
80.095957 75.317535 75.664646 74.245686 75.620259
80.445217 75.311462 75.672493 74.307068 75.639107
80.737158 75.305603 75.680383 74.370732 75.659021
80.967953 75.299896 75.688315 74.436051 75.679759
81.135216 75.293961 75.696290 74.502379 75.701069
81.238063 75.288300 75.704307 74.569069 75.722698
81.277128 75.282150 75.712367 74.635486 75.744395
81.254544 75.276413 75.720469 74.701021 75.765919
81.173891 75.269943 75.728613 74.765109 75.787044
81.040100 75.264420 75.736799 74.827237 75.807564
80.859334 75.258301 75.745028 74.886961 75.827297
80.638830 75.252670 75.753298 74.943910 75.846092
80.386719 75.246704 75.761610 74.997799 75.863829
80.111826 75.240784 75.769964 75.048433 75.880423
79.823445 75.235077 75.778360 75.095711 75.895825
79.531115 75.229309 75.786798 75.139626 75.910026
79.244374 75.223587 75.795277 75.180267 75.923051
78.972532 75.218079 75.803798 75.217814 75.934963
78.724430 75.212601 75.812360 75.252533 75.945859
78.508229 75.207428 75.820963 75.284767 75.955868
78.331201 75.202332 75.829608 75.314930 75.965147
78.199550 75.196716 75.838294 75.343491 75.973875
78.118262 75.192108 75.847021 75.370964 75.982251
78.090971 75.186920 75.855788 75.397895 75.990489
78.119880 75.181870 75.864597 75.424845 75.998807
78.205694 75.177490 75.873447 75.452378 76.007427
78.347612 75.172852 75.882337 75.481044 76.016569
78.543335 75.168549 75.891268 75.511363 76.026439
78.789133 75.164261 75.900239 75.543817 76.037231
79.079926 75.160080 75.909251 75.578828 76.049116
79.409414 75.155701 75.918304 75.616754 76.062242
79.770230 75.151962 75.927396 75.657878 76.076727
80.154120 75.147461 75.936529 75.702395 76.092654
80.552149 75.143997 75.945702 75.750412 76.110074
80.954915 75.139572 75.954915 75.801942 76.128999
81.352787 75.136719 75.964168 75.856901 76.149404
81.736137 75.132309 75.973461 75.915111 76.171228
82.095579 75.128632 75.982793 75.976304 76.194370
82.422202 75.125122 75.992165 76.040125 76.218697
82.707785 75.121277 76.001577 76.106141 76.244045
82.945007 75.117523 76.011028 76.173853 76.270221
83.127618 75.113770 76.020518 76.242702 76.297007
83.250605 75.109741 76.030048 76.312087 76.324170
83.310306 75.105820 76.039617 76.381376 76.351459
83.304508 75.102066 76.049225 76.449922 76.378620
83.232497 75.098557 76.058872 76.517076 76.405393
83.095082 75.094681 76.068558 76.582205 76.431524
82.894572 75.090851 76.078283 76.644704 76.456771
82.634724 75.087112 76.088046 76.704011 76.480903
82.320648 75.083160 76.097848 76.759621 76.503715
81.958685 75.079193 76.107688 76.811097 76.525023
81.556254 75.075714 76.117567 76.858079 76.544676
81.121667 75.071884 76.127485 76.900293 76.562555
80.663929 75.068130 76.137440 76.937556 76.578576
80.192519 75.064590 76.147434 76.969784 76.592693
79.717154 75.061157 76.157465 76.996985 76.604898
79.247559 75.057083 76.167535 77.019268 76.615221
78.793221 75.054077 76.177642 77.036832 76.623729
78.363167 75.050369 76.187787 77.049964 76.630524
77.965737 75.047394 76.197970 77.059031 76.635739
77.608383 75.044098 76.208190 77.064470 76.639539
77.297491 75.041077 76.218448 77.066778 76.642109
77.038222 75.038101 76.228743 77.066495 76.643656
76.834390 75.035385 76.239075 77.064197 76.644401
76.688371 75.032318 76.249445 77.060476 76.644573
76.601047 75.030014 76.259851 77.055927 76.644403
76.571787 75.027390 76.270294 77.051133 76.644119
76.598465 75.024979 76.280774 77.046652 76.643941
76.677517 75.022644 76.291291 77.042997 76.644072
76.804030 75.020615 76.301845 77.040631 76.644697
76.971868 75.018372 76.312434 77.039950 76.645975
77.173824 75.016037 76.323061 77.041275 76.648037
77.401804 75.014328 76.333723 77.044845 76.650981
77.647025 75.012177 76.344422 77.050807 76.654872
77.900242 75.010773 76.355157 77.059217 76.659737
78.151969 75.008804 76.365928 77.070037 76.665566
78.392726 75.006729 76.376734 77.083133 76.672313
78.613269 75.005096 76.387577 77.098283 76.679894
78.804825 75.003159 76.398455 77.115179 76.688195
78.959308 75.001404 76.409369 77.133438 76.697066
79.069526 74.999893 76.420318 77.152607 76.706334
79.129360 74.997803 76.431302 77.172179 76.715799
79.133916 74.995987 76.442322 77.191602 76.725245
79.079651 74.994720 76.453376 77.210295 76.734441
78.964466 74.992020 76.464466 77.227663 76.743152
78.787758 74.990448 76.475591 77.243110 76.751139
78.550439 74.988708 76.486750 77.256054 76.758168
78.254919 74.986938 76.497944 77.265944 76.764014
77.905049 74.985184 76.509173 77.272271 76.768472
77.506031 74.982941 76.520436 77.274586 76.771353
77.064290 74.981186 76.531733 77.272504 76.772497
76.587325 74.979065 76.543065 77.265720 76.771774
76.083524 74.977737 76.554431 77.254015 76.769085
75.561961 74.975372 76.565831 77.237262 76.764370
75.032179 74.973938 76.577264 77.215429 76.757603
74.503956 74.972366 76.588732 77.188583 76.748800
73.987068 74.970474 76.600233 77.156885 76.738012
73.491052 74.969116 76.611768 77.120589 76.725329
73.024976 74.967056 76.623336 77.080039 76.710874
72.597218 74.965607 76.634937 77.035654 76.694805
72.215261 74.964264 76.646572 76.987928 76.677307
